feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
mir324-3p|chr10:56366287-56366331	0.264097447	0.611168143	0.343868692	0.735691604	0.988416011	-6.298160211
"mir24a-3-3p,mir24-1-3p,mir24a-3p,mir24b-3p,mir24-3-3p,mir3074-1-3p,mir3074-3p,mir24a-1-3p|chr17:816752-816810"	-0.27624884	1.541346028	-0.490040869	0.63115588	0.9631731	-6.298280323
"mir21-5p,mir21a-5p|chr10:76197080-76197126"	0.407716449	16.25851001	1.055486129	0.307816195	0.839599779	-6.299805286
mir671-5p|chr4:7121303-7121352	-0.25703418	1.139651344	-0.425205436	0.676690697	0.966387749	-6.300499176
mir381-3p|chr6:143038996-143039050	0.319899519	2.310102523	0.582948694	0.568541346	0.950914258	-6.30310325
"mir1843-3p,mir1843a-3p,rno-mir-1843-3p|chr6:111742575-111742620"	-0.267211237	1.359322193	-0.451116127	0.658323444	0.963409284	-6.304355327
"mir31a-3p,mir3554-3p,mir31-3p|chr5:111183074-111183133"	0.379228964	10.33841546	0.935996462	0.364019557	0.874762747	-6.305287814
mir181c-3p|chr19:36267310-36267363	-0.331911621	3.406817908	-0.664040688	0.516686802	0.941278021	-6.307674488
mir541-5p|chr6:143055011-143055056	-0.306182142	2.211161103	-0.543327846	0.594843159	0.958817987	-6.313380689
mir192-3p|chr1:228620126-228620181	-0.372449799	4.782577043	-0.753989989	0.462463949	0.910841276	-6.313927984
"mir128-1-3p,mir128-3p|chr13:50001749-50001792"	0.40799105	5.712473991	0.804620632	0.433538267	0.910109707	-6.315973447
"mir190a-3p,mir190-3p|chr8:80550849-80550898"	0.047888421	0.19990225	0.072691769	0.943006547	0.991259753	-6.320279444
"mir190a-3p,mir190-3p|chr8:77362793-77362842"	0.047888421	0.19990225	0.072691769	0.943006547	0.991259753	-6.320279444
"mirlet7a-3-3p,mir98-3p|chrX:21867880-21867934"	-0.289964031	0.887076457	-0.315593702	0.756635274	0.989066287	-6.325017463
mir326-3p|chr1:170722118-170722165	0.340367085	2.834112191	0.597100147	0.559297441	0.948276911	-6.325091257
mir_chr11_6794|chr11:76559954-76560026	-0.236242865	1.23770602	-0.379736885	0.70943385	0.97903777	-6.326467535
"mir146a-3p,mir146-3p|chr10:28806738-28806785"	0.040880932	0.271247982	0.060992926	0.952165658	0.991259753	-6.326815121
"mirlet7e-5p,mir3596c-5p,mirlet7a-1-5p|chr1:60624088-60624146"	-0.070114333	0.318490158	-0.099964874	0.921688738	0.991259753	-6.326852144
mir450-2-5p|chrX:152778560-152778594	-0.376974346	5.357897976	-0.766440678	0.455242497	0.910109707	-6.328767037
mir450-2-5p|chrX:153216279-153216313	-0.376974346	5.357897976	-0.766440678	0.455242497	0.910109707	-6.328767037
mir26b-3p|chr9:81439866-81439908	0.332051219	4.239096819	0.70477385	0.491690635	0.925783511	-6.329931544
"mir434-3p,mir3543-3p|chr6:142878391-142878449"	-0.064883188	0.383489574	-0.101739759	0.920303376	0.991259753	-6.331304246
"mir434-3p,mir3543-3p|chr6:142877521-142877579"	-0.064883188	0.383489574	-0.101739759	0.920303376	0.991259753	-6.331304246
"mir10a-5p,mir10c-5p|chr10:83968681-83968736"	-0.430575329	15.33327712	-1.006984516	0.329823677	0.841816987	-6.331682778
mir185-5p|chr11:89906639-89906679	-0.220217615	1.03986227	-0.311248597	0.759871777	0.989066287	-6.337020734
mir328-3p|chr19:48128920-48128967	-0.399628216	3.434711772	-0.617188509	0.546314849	0.946701805	-6.339660145
mir125a-3p|chr1:60624527-60624569	0.19879837	1.316858126	0.347528581	0.732996019	0.987172275	-6.348630776
mir_chr3_20913|chr3:70073604-70073668	0.070881601	0.587291025	0.111433502	0.912741882	0.991259753	-6.349223221
mir331-3p|chr7:34938749-34938797	-0.339045549	2.736876667	-0.531967555	0.60249626	0.961430202	-6.350971497
mir671-3p|chr4:7121254-7121303	0.38726014	2.873287225	0.552877174	0.588448118	0.950914258	-6.353789724
mir744-3p|chr10:51999706-51999756	-0.26654152	2.415602395	-0.492169858	0.629685201	0.9631731	-6.353951018
mir3559-5p|chrX:76261665-76261722	0.347555388	7.241356173	0.807050913	0.43217935	0.910109707	-6.35508514
mir324-5p|chr10:56366242-56366286	0.186154513	1.311836805	0.320220607	0.753194036	0.989066287	-6.357612387
"mir145a-3p,mir145-3p|chr18:56198814-56198860"	-0.367469228	7.468700139	-0.80372724	0.4340385	0.910109707	-6.360430832
mir188-5p|chrX:16895393-16895433	0.318864138	4.085113206	0.637016338	0.533663722	0.945284135	-6.36831772
mir362-5p|chrX:16902290-16902329	-0.176124692	1.527499303	-0.314725858	0.757281325	0.989066287	-6.370759179
mir99b-3p|chr1:60623908-60623943	-0.179058437	1.468898431	-0.300676091	0.767766101	0.990791274	-6.370796751
"mir181a-2-3p,mir181a2-3p|chr3:28374827-28374885"	0.110521318	1.02337176	0.166809086	0.869735849	0.991259753	-6.375283579
mir664-1-3p|chr18:46701270-46701299	-0.249228727	1.397651294	-0.263533486	0.795705514	0.991259753	-6.377346279
mir490-3p|chr4:63056531-63056573	0.246289769	2.656216825	0.479161301	0.638696397	0.963409284	-6.379091539
mir1843b-5p|chr13:81975827-81975858	0.204751316	1.833890581	0.362997954	0.721642924	0.983007189	-6.379097525
"mir30e-5p,mir30f-5p,mir30e-2-5p,mir30a-5p|chr5:143497797-143497843"	-0.409093352	13.9331194	-0.931918353	0.366055945	0.874762747	-6.379101252
mir_chr2_24488|chr2:217974495-217974549	0.070883631	0.996198257	0.112214359	0.912133152	0.991259753	-6.380145997
mir511-5p|chr17:83129839-83129878	0.038439705	1.053994014	0.06714585	0.947347535	0.991259753	-6.388016371
mir146b-5p|chr1:273520416-273520469	0.429057836	7.20582145	0.758235883	0.459993428	0.910109707	-6.393021749
mir350-3p|chr13:99302870-99302919	0.002643458	1.107871326	0.004157327	0.996737427	0.996737427	-6.394713019
mir350-3p|chr13:48922506-48922555	0.002643458	1.107871326	0.004157327	0.996737427	0.996737427	-6.394713019
"mir100-1-5p,mir100-5p,mir100-2-5p,mir125b2-5p|chr8:44222148-44222189"	-0.325409564	6.329406735	-0.723757903	0.480289197	0.918441157	-6.394734437
"mirlet7f-3p,mirlet7f-2-3p,mirlet7g-2-3p,mirlet7g-3p,mirlet7a-3-3p|chrX:21868505-21868551"	-0.313941177	5.078743399	-0.648966929	0.5261181	0.944789546	-6.40213328
"mir101a-5p,mir101a-2-5p|chr5:124050163-124050209"	-0.288230995	3.973819104	-0.553627826	0.587946904	0.950914258	-6.407768005
"mir338-5p,mir3065-5p|chr10:108793444-108793495"	0.144678038	1.781819755	0.260410897	0.798068208	0.991259753	-6.407940081
"mir434-5p,mir3543-5p|chr6:142877579-142877637"	-0.29113355	2.384168118	-0.349319294	0.73167844	0.987172275	-6.413105919
"mir434-5p,mir3543-5p|chr6:142878449-142878507"	-0.29113355	2.384168118	-0.349319294	0.73167844	0.987172275	-6.413105919
mir_chr17_14088|chr17:73477338-73477395	-0.106634856	1.612459045	-0.167237645	0.869404485	0.991259753	-6.414930603
mir_chr16_17850|chr16:21058327-21058381	0.070410653	1.512159326	0.122109682	0.904424143	0.991259753	-6.416269876
mir99b-5p|chr1:60623873-60623908	-0.38536043	7.066699916	-0.719336284	0.482930474	0.918441157	-6.416711294
mir27a-5p|chr19:36294923-36294966	-0.089519451	1.660375737	-0.152701511	0.880657584	0.991259753	-6.419701706
mir22-5p|chr10:62013641-62013688	-0.358843037	5.054399495	-0.605223354	0.554027785	0.946701805	-6.428946807
"mir93-5p,mir93a-5p|chr12:21365216-21365259"	0.303504998	8.13130279	0.734075085	0.474160029	0.918441157	-6.429777323
mir144-3p|chr10:66340720-66340763	-0.376126594	6.133201332	-0.659282171	0.519653637	0.941278021	-6.433985599
"mir99-1-5p,mir99-2-5p,mir99a-5p,mir99-5p|chr11:19707421-19707463"	-0.322621809	9.530621073	-0.761064199	0.458352265	0.910109707	-6.434507141
mir3559-3p|chrX:76261607-76261664	-0.250022316	4.17987364	-0.513312514	0.615168644	0.9631731	-6.440682704
"mir148a-5p,mir148-5p|chr4:145681003-145681052"	0.383821361	11.10257906	0.79159559	0.440867647	0.910109707	-6.446290569
"mir3473-3p,rno-mir-3473-3p|chr13:49803977-49804010"	0.233607909	3.648934303	0.453032367	0.656973878	0.963409284	-6.447143536
mir_chr1_1932|chr1:276449957-276450019	0.018973662	1.878318917	0.030421766	0.976129563	0.991259753	-6.447788788
"mir340-3p,rno-mir-340-3p|chr10:35327234-35327283"	0.214339839	3.471154562	0.417908299	0.681902548	0.971325278	-6.452854573
"mir340-3p,rno-mir-340-3p|chr10:35339351-35339400"	0.214339839	3.471154562	0.417908299	0.681902548	0.971325278	-6.452854573
"mir214a-5p,mir3120-5p,mir214-5p|chr13:85024875-85024935"	0.122437931	2.310378659	0.207189791	0.838632742	0.991259753	-6.454051344
"mir106a-5p,mir17-2-5p,mir17a-2-5p,mir20b-5p|chrX:140167778-140167819"	-0.144085045	2.610106855	-0.266446091	0.793503563	0.991259753	-6.454696453
"mir338-3p,mir3065-3p|chr10:108793392-108793443"	-0.296823664	6.457301571	-0.643070453	0.529833624	0.945215149	-6.454756801
mir215-5p|chr13:107924667-107924717	0.113891862	2.375243	0.20014379	0.844041504	0.991259753	-6.459066498
mir221-5p|chrX:4475294-4475348	-0.153994127	2.884768612	-0.274962951	0.787075221	0.991259753	-6.467336171
mir_chr17_14084|chr17:73474998-73475059	-0.123252306	2.487745597	-0.182641786	0.857511209	0.991259753	-6.46740946
"mir103-3p,mir107b-3p,mir103-1-3p,mir103-2-3p|chr10:20480393-20480436"	0.202098186	3.40637697	0.368317624	0.71775418	0.982292339	-6.469040341
"mir125b-3p,mir125c-3p,mir125b1-3p,mir125b-1-3p,mir125b-2-3p|chr8:44272889-44272932"	0.076934078	2.412374932	0.145366555	0.886346177	0.991259753	-6.470878261
"mir10a-3p,mir10c-3p|chr10:83968736-83968791"	-0.221093041	4.345417097	-0.470094649	0.645012057	0.963409284	-6.471581059
"mir194-1-5p,mir194-2-5p|chr1:228619886-228619928"	-0.306333215	12.84843175	-0.801286101	0.43540723	0.910109707	-6.471905683
"mir3596b-5p,mirlet7d-5p|chr17:18476143-18476193"	0.041119811	2.241365088	0.02798231	0.978043126	0.991259753	-6.472882457
mir223-3p|chrX:66206012-66206067	0.252723216	4.770152908	0.512910931	0.615442856	0.9631731	-6.473672177
"mir3591-5p,mir122-5p|chr18:59956852-59956906"	-0.460892333	8.293369209	-0.668283881	0.514049438	0.941278021	-6.47728179
mir362-3p|chrX:16902329-16902368	-0.227214997	4.053256599	-0.424981484	0.6768504	0.966387749	-6.477408564
rno-mir-6324-3p|chr11:39913804-39913864	-0.016290847	2.386324697	-0.030394143	0.97615123	0.991259753	-6.479404613
"mir33b-5p,mir33-5p|chr7:123415298-123415337"	-0.292535387	5.018779581	-0.512234402	0.615904943	0.9631731	-6.481013311
mir201-5p|chr1:151058607-151058647	0.104576524	2.69643161	0.174828387	0.863539541	0.991259753	-6.482859985
"mir143-1-5p,mir143-5p,mir143-2-5p|chr18:56200238-56200290"	-0.162302124	3.422280843	-0.321913648	0.75193619	0.989066287	-6.483359801
mir293-5p|chr1:63523504-63523540	0.201223241	3.816305166	0.367236026	0.718544193	0.982292339	-6.492486924
mir339-3p|chr12:19355912-19355960	0.253840125	6.488293348	0.585273507	0.567017235	0.950914258	-6.493998014
mir_chr17_14126|chr17:73748023-73748080	0.023537187	2.648872633	0.044739735	0.964901682	0.991259753	-6.494046478
mir_chr17_14094|chr17:73491980-73492037	0.023537187	2.648872633	0.044739735	0.964901682	0.991259753	-6.494046478
mir_chr17_14096|chr17:73493404-73493461	0.023537187	2.648872633	0.044739735	0.964901682	0.991259753	-6.494046478
mir_chr17_14108|chr17:73496964-73497021	0.023537187	2.648872633	0.044739735	0.964901682	0.991259753	-6.494046478
"mir18-5p,mir18-1-5p,mir18-2-5p,mir18a-5p,mir18b-5p|chr15:103641034-103641084"	-0.104479719	3.033173418	-0.194156607	0.84864387	0.991259753	-6.496792232
"mir33b-3p,mir33-3p|chr7:123415338-123415377"	-0.117981409	3.274488102	-0.232764791	0.819072928	0.991259753	-6.501305187
"mir199a-1-3p,mir199a-3p,mir199a-2-3p,mir199b-3p,mir199-3a-3p,mir199a-4-3p,mir199-1-3p,mir199-2-3p,mir199a2-3p,mir199-3-3p|chr13:85019451-85019506"	0.222663451	5.177089443	0.484930143	0.634692873	0.9631731	-6.504741584
mir802-3p|chr11:37163162-37163210	-0.312386086	8.490538029	-0.628883398	0.538833152	0.946701805	-6.507613941
mir96-5p|chr4:57225219-57225272	0.09437654	3.202313404	0.156468509	0.87773872	0.991259753	-6.514378193
mir152-5p|chr10:84512231-84512273	0.169741229	4.195668148	0.334478413	0.74262409	0.989066287	-6.523829666
mir339-5p|chr12:19355864-19355912	0.244362365	5.476506323	0.469365058	0.645521515	0.963409284	-6.524285972
"mir1843-5p,mir1843a-5p,rno-mir-1843-5p|chr6:111742620-111742665"	-0.243800642	7.328433264	-0.560120428	0.583620867	0.950914258	-6.526947939
"mir199-1a-5p,mir199a-5p,mir199a-1-5p,mir199a-2-5p,mir199-2a-5p,mir199b-5p,mir199a-3-5p,mir199-3-5p|chr3:16697066-16697114"	0.077551282	3.593165096	0.148460073	0.883946206	0.991259753	-6.537664453
mir676-3p|chrX:71080172-71080216	0.214582862	6.2627226	0.493951433	0.628455753	0.9631731	-6.538291543
mir_chr17_14073|chr17:73465213-73465272	0.069095787	3.636462162	0.134340805	0.894909205	0.991259753	-6.541720519
"mir145a-5p,mir145-5p|chr18:56198861-56198907"	0.299743471	6.151464378	0.455436105	0.65528272	0.963409284	-6.554101743
mir345-3p|chr6:141919091-141919139	-0.073960569	3.944312949	-0.153060998	0.880378957	0.991259753	-6.554338544
"mir27b-5p,mir27d-5p|chr17:816273-816321"	0.108652288	4.158723782	0.218481687	0.829982287	0.991259753	-6.554693188
"mir3555-5p,mir191-5p|chr8:116698910-116698970"	-0.109057976	4.304348781	-0.229030289	0.821921696	0.991259753	-6.557869004
mir_chr6_39632|chr6:60318206-60318282	0.210228989	4.728089063	0.308941526	0.761592115	0.989066287	-6.55831143
mir322-3p|chrX:152773515-152773562	-0.127775369	4.599674655	-0.274572342	0.787369699	0.991259753	-6.560171393
mir322-3p|chrX:153211232-153211279	-0.127775369	4.599674655	-0.274572342	0.787369699	0.991259753	-6.560171393
"mir190a-5p,mir190-5p|chr8:80550800-80550849"	0.043005341	4.018179061	0.082705906	0.935172947	0.991259753	-6.568356921
"mir190a-5p,mir190-5p|chr8:77362842-77362891"	0.043005341	4.018179061	0.082705906	0.935172947	0.991259753	-6.568356921
"mir181b-2-5p,mir181b2-5p|chr3:28375870-28375914"	0.21274221	7.526683779	0.485567062	0.634251574	0.9631731	-6.572577888
mir345-5p|chr6:141919043-141919091	0.020159331	4.069183483	0.039680089	0.96886861	0.991259753	-6.573441905
mir330-5p|chr1:81358758-81358807	0.003795423	4.062529486	0.007351301	0.994230909	0.995792937	-6.573911191
"mir30e-3p,mir30f-3p,mir30e-2-3p,mir30a-3p|chr5:143497751-143497797"	-0.213998245	8.383388362	-0.510874741	0.616834136	0.9631731	-6.575041126
"mir99-1-3p,mir99-2-3p,mir99a-3p,mir99-3p|chr11:19707463-19707505"	-0.195203367	6.33822078	-0.401240827	0.693869557	0.976472058	-6.581868346
"mir199-1a-3p,mir199a-3p,mir199a-1-3p,mir199a-2-3p,mir199-2a-3p,mir199b-3p,mir199a-3-3p,mir199-3-3p|chr3:16697115-16697163"	0.232990512	9.655742573	0.547895822	0.591779689	0.955087472	-6.581903748
"mir125b-5p,mir125c-5p,mir125b1-5p,mir125b-1-5p,mir125b-2-5p|chr8:44272845-44272888"	-0.23897548	8.398305277	-0.484030378	0.635316531	0.9631731	-6.589059726
mir_chr6_40329|chr6:138963343-138963425	0.009950517	4.376623042	0.021149166	0.983403898	0.991962002	-6.589730647
"mir365-3p,mir365-1-3p|chr14:30139885-30139928"	-0.094579598	4.714253652	-0.154013616	0.879640693	0.991259753	-6.592981663
mir744-5p|chr10:51999756-51999806	-0.205734352	7.820084871	-0.447609336	0.660796378	0.963409284	-6.595520737
"mir181a-5p,mir181a-1-5p,mir181a-2-5p,mir3570-5p|chr13:59986115-59986174"	0.057950828	4.781305169	0.124057519	0.902907813	0.991259753	-6.60124511
"mir3068-3p,rno-mir-3068-3p|chr6:120749444-120749483"	-0.027976391	4.661473239	-0.057560339	0.954854437	0.991259753	-6.601639536
"mirlet7a-1-3p,mirlet7d-1-3p,mirlet7c-2-3p,mirlet7d-2-3p|chr7:126300968-126301015"	-0.149371041	5.146920001	-0.20474278	0.840510218	0.991259753	-6.602178931
"mir101a-3p,mir101a-2-3p|chr5:124050116-124050162"	-0.268200753	12.25765713	-0.601639423	0.556349435	0.946701805	-6.602746169
mir140-5p|chr19:50471252-50471301	-0.082177745	5.046880125	-0.177392788	0.861560024	0.991259753	-6.603355176
"mir29b-1-3p,mir29b-2-3p,mir29b-3p,mir29b2-3p|chr1:39612429-39612471"	0.00913803	4.663265547	0.017837933	0.986001956	0.99220302	-6.603609331
"mir29b-2-3p,mir29b-3p,mir29b2-3p|chr13:118329491-118329533"	0.00913803	4.663265547	0.017837933	0.986001956	0.99220302	-6.603609331
mir425-5p|chr8:116699321-116699363	0.152067954	6.081001935	0.327020111	0.748146748	0.989066287	-6.603675457
"mir138-5p,mir138-2-5p|chr19:11127519-11127561"	0.015326396	4.681591797	0.031200703	0.975518579	0.991259753	-6.6039574
"mir92-1-5p,mir92a1-5p,mir92a-5p|chr15:103641608-103641647"	0.033726512	4.730190312	0.070003567	0.945110474	0.991259753	-6.604405292
mir106b-5p|chr12:21365422-21365463	0.167181365	6.541617628	0.361920859	0.722431264	0.983030803	-6.604483314
mir351-5p|chrX:153212229-153212275	-0.075082783	5.285682961	-0.154154877	0.879531227	0.991259753	-6.617227182
"mir203b-5p,mir3545-5p,mir203-5p,mir203a-5p|chr6:145714676-145714733"	0.189881828	9.265499671	0.46164756	0.650921661	0.963409284	-6.61872754
mir148b-5p|chr7:142692725-142692773	-0.034615221	5.240385875	-0.069065479	0.945844771	0.991259753	-6.62556253
mir144-5p|chr10:66340676-66340719	0.041255757	5.273149873	0.076997544	0.939637543	0.991259753	-6.626787367
"mirlet7a-6-3p,mirlet7f-1-3p,mirlet7f-3p,mir3596d-3p,mirlet7a-2-3p,mirlet7a-3-3p,mirlet7a-5-3p|chr17:18474329-18474380"	-0.179197192	7.090505612	-0.31674295	0.755780027	0.989066287	-6.632405836
"mir210-3p,mir3574-3p|chr1:221125887-221125946"	0.109585522	6.319337944	0.250410761	0.805648386	0.991259753	-6.633681382
mir20a-5p|chr15:103641345-103641394	-0.122386609	6.987490906	-0.28723373	0.777841665	0.991259753	-6.639658048
mir872-5p|chr5:117604926-117604966	0.184920433	9.61435516	0.414297907	0.684487427	0.971325278	-6.64737687
mir181c-5p|chr19:36267363-36267416	-0.132113502	7.920762454	-0.317775593	0.755011836	0.989066287	-6.649410616
"mir26a-1-5p,mir26a-3-5p,mir26-2-5p,mir26a-5p,mir26-3-5p|chr8:126931591-126931636"	0.165642601	9.527185112	0.404627867	0.691430758	0.976272665	-6.64961418
"mir17-5p,mir17-1-5p,mir17-2-5p|chr15:103640901-103640943"	-0.085514585	6.476831106	-0.190742927	0.851270536	0.991259753	-6.651164406
mir361-5p|chrX:84652386-84652423	-0.05278724	6.100825859	-0.115180454	0.909821405	0.991259753	-6.652249925
"mir3591-3p,mir122-3p|chr18:59956797-59956851"	-0.301179999	12.54030976	-0.524548005	0.607520855	0.9631731	-6.653253046
"mir194-1-5p,mir194a-5p|chr13:107924393-107924434"	-0.174353218	9.701836066	-0.396534078	0.697264402	0.977099938	-6.655156582
mir27a-3p|chr19:36294967-36295010	-0.163795312	9.467568108	-0.375558074	0.712474266	0.980506648	-6.658833685
"mir16-5p,mir16-2-5p,rno-mir-16-5p|chr2:184967189-184967236"	0.201238005	13.01517423	0.529651552	0.604062466	0.962724555	-6.66186118
"mir199a-1-5p,mir199a-5p,mir199a-2-5p,mir199b-5p,mir199-3a-5p,mir199a-4-5p,mir199-1-5p,mir199-2-5p,mir199a2-5p,mir199-3-5p|chr13:85019396-85019451"	0.067975686	6.762241523	0.153083945	0.880361172	0.991259753	-6.665850676
"mir24-2-3p,mir3074-2-3p,mir24-3p|chr19:36295050-36295104"	-0.07343397	7.249669579	-0.165796796	0.870518656	0.991259753	-6.674379132
"mirlet7a-3-5p,mir98-5p|chrX:21867934-21867988"	0.103490458	7.738900573	0.205588352	0.839861336	0.991259753	-6.677229529
"mir30d-5p,mir30a-5p|chr7:109228681-109228722"	-0.196320719	13.01506267	-0.494286514	0.628224644	0.9631731	-6.679139185
mir125a-5p|chr1:60624484-60624526	-0.120190942	8.310158817	-0.237351247	0.815577871	0.991259753	-6.680361916
"mir142a-5p,mir142b-5p,mir142-5p|chr10:75051502-75051558"	0.192481174	11.27109369	0.409422367	0.687984563	0.973787432	-6.684506646
"mir451a-3p,mir451b-3p,mir451-3p|chr10:66340852-66340888"	-0.007329828	7.085567666	-0.016877413	0.986755631	0.99220302	-6.685280635
mir375-3p|chr9:81930295-81930332	-0.080207178	8.064425937	-0.187695586	0.85361686	0.991259753	-6.686754336
mir148b-3p|chr7:142692774-142692822	-0.122211067	9.749157482	-0.293693002	0.772994926	0.991259753	-6.693377396
"mir29c-5p,mir3556b-5p|chr13:118330023-118330076"	-0.07135389	8.281112988	-0.161212504	0.874065439	0.991259753	-6.6958842
"mir29c-5p,mir3556b-5p|chr1:39612961-39613014"	-0.07135389	8.281112988	-0.161212504	0.874065439	0.991259753	-6.6958842
"mir301-3p,mir301a-1-3p,mir301-1-3p,mir301a-3p|chr10:75682817-75682867"	0.039706475	7.79786249	0.088140559	0.930924508	0.991259753	-6.696338826
"mirlet7a-1-5p,mirlet7d-1-5p,mirlet7c-2-5p,mirlet7d-2-5p|chr7:126300920-126300967"	-0.238056088	11.75018972	-0.398556605	0.695804786	0.977038659	-6.697290735
mir23a-3p|chr19:36294807-36294844	-0.021212168	7.730693491	-0.048829451	0.961695903	0.991259753	-6.697613553
mir182-5p|chr4:57221573-57221635	0.097529146	9.212822109	0.240628804	0.813082715	0.991259753	-6.698157736
mir3586-5p|chr7:114421106-114421166	-0.018002563	7.769339381	-0.025708124	0.979827174	0.991259753	-6.699355424
mir152-3p|chr10:84512274-84512316	-0.057918052	8.329166932	-0.140085431	0.890445948	0.991259753	-6.700166199
"mir30d-3p,mir30e-3p,mir30a-3p|chr9:28377856-28377900"	-0.040358325	8.496520644	-0.094024039	0.926327654	0.991259753	-6.709131748
"mir23a-3-3p,mir23b-3p|chr17:816087-816139"	0.086799088	9.070870441	0.174644162	0.863681785	0.991259753	-6.709589832
"mir25-3p,mir25-1-3p|chr12:21364961-21365010"	-0.073865041	9.285615775	-0.181981505	0.858020293	0.991259753	-6.71190864
"mir27b-3p,mir27d-3p|chr17:816322-816370"	-0.201576364	14.68955141	-0.476009771	0.640888455	0.963409284	-6.720002703
mir26b-5p|chr9:81439823-81439865	-0.148635963	12.93399882	-0.388594592	0.703006061	0.978598241	-6.726200631
"mir181a-3p,mir181a-1-3p,mir181a-2-3p,mir3570-3p|chr13:59986055-59986114"	0.121706113	11.31882194	0.285575714	0.779087311	0.991259753	-6.730059361
"mir3596b-3p,mirlet7d-3p|chr17:18476092-18476142"	0.085110254	10.14651599	0.17402349	0.864161054	0.991259753	-6.731823584
"mir30c-5p,mir30c2-5p,mir30c-2-5p|chr9:28397563-28397605"	0.089654904	10.09526561	0.125726717	0.901608705	0.991259753	-6.738579538
"mir3555-3p,mir191-3p|chr8:116698850-116698910"	-0.103510424	11.57075033	-0.235304065	0.817137408	0.991259753	-6.748224082
mir28-3p|chr11:81345217-81345260	-0.008473863	10.25382757	-0.019954345	0.984341357	0.992122712	-6.749494594
mirlet7i-5p|chr7:67000235-67000280	0.100501808	11.66045993	0.211339505	0.835451181	0.991259753	-6.756545002
"mir29a-1-3p,mir29a-2-3p,mir29a-3p,mir3556a-3p|chr4:58099661-58099720"	-0.051411875	11.26005619	-0.127273848	0.900404858	0.991259753	-6.76244965
"mir26-5p,mir26a-2-5p,mir26-1-5p,mir26a-5p,mir26b-5p|chr7:70463561-70463603"	-0.112990355	15.89836724	-0.3022574	0.766583647	0.99026763	-6.811361008
mir3557-5p|chr18:55956639-55956695	-0.006260705	13.58185328	-0.015483007	0.987849779	0.992208384	-6.818505895
"mirlet7f-5p,mirlet7f-2-5p,mirlet7g-2-5p,mirlet7g-5p,mirlet7a-3-5p|chrX:21868551-21868597"	-0.112305474	15.27346849	-0.224852571	0.825111628	0.991259753	-6.822371117
"mir143-1-3p,mir143-3p,mir143-2-3p|chr18:56200185-56200237"	-0.092700944	15.15503325	-0.19487686	0.848089905	0.991259753	-6.827019504
mir22-3p|chr10:62013689-62013736	0.035816427	17.41938254	0.099539594	0.922020723	0.991259753	-6.876870408
